Num_Features,k,F1_Validation
93,13,0.5841522830326769
93,15,0.5817074022298211
94,1,0.5450504697957501
94,3,0.5491871772872701
94,5,0.565011239056872
94,7,0.5699546499269693
94,9,0.573084961827434
94,11,0.5695693378866713
94,13,0.5676564833581009
94,15,0.5663630678631337
95,1,0.543921117858185
95,3,0.5516572033753316
95,5,0.5641343413605241
95,7,0.5682382317108979
95,9,0.5699065927423067
95,11,0.5682997541553816
95,13,0.5695938969225478
95,15,0.5688142682690682
96,1,0.5447518179158183
96,3,0.5540167678369705
96,5,0.5622361619246017
96,7,0.5671544563610709
96,9,0.5697294884723398
96,11,0.5712399492089416
96,13,0.5670804305663084
96,15,0.5651797370562429
97,1,0.5437462471811113
97,3,0.554349139420036
97,5,0.5618355479498841
97,7,0.569641555408907
97,9,0.5706959120385791
97,11,0.5731095690497464
97,13,0.5685754684376033
97,15,0.5659158222334365
98,1,0.5440486103747467
98,3,0.552416256384921
98,5,0.5614050672721914
98,7,0.5668876579801763
98,9,0.5668725392760332
98,11,0.573211705671377
98,13,0.5661759066337589
98,15,0.5650011213847864
99,1,0.5507855816126124
99,3,0.5474859522686546
99,5,0.5668746821208687
99,7,0.570807651395863
99,9,0.5700135474585173
99,11,0.5732330896414789
99,13,0.5686299853539726
99,15,0.5645385400800484
100,1,0.5494142395200375
100,3,0.5444699518573715
100,5,0.5601587598550734
100,7,0.5641364397116145
100,9,0.565107291995553
100,11,0.5630663888003115
100,13,0.5606336773534691
100,15,0.5630885453579305
101,1,0.5433601137896932
101,3,0.5400247946267595
101,5,0.5600669022556183
101,7,0.5597846379930631
101,9,0.562731942497545
101,11,0.5613842709328581
101,13,0.5611141355225783
101,15,0.5584775120725102
102,1,0.5381173666908777
102,3,0.5375397645883448
102,5,0.5526409457376519
102,7,0.556993258421714
102,9,0.5578078195382407
102,11,0.5600057670716793
102,13,0.559053284352189
102,15,0.5548710619497692
103,1,0.5381264186886944
103,3,0.5351732107807228
103,5,0.5569114104601602
103,7,0.5642007300493576
103,9,0.5643853275267221
103,11,0.5699977916292672
103,13,0.5607967112732102
103,15,0.564062724787086
104,1,0.537099833888999
104,3,0.5334085388538311
104,5,0.5543647635791955
104,7,0.5588208695323776
104,9,0.5640993346083336
104,11,0.5688443398475082
104,13,0.5587696955862008
104,15,0.5610956126127709
105,1,0.5379898241829929
105,3,0.5366117445228991
105,5,0.5487515021365319
105,7,0.5591167394067124
105,9,0.5630582043636629
105,11,0.5627145751254454
105,13,0.5621638880537151
105,15,0.5607222289528888
106,1,0.5375019591016709
106,3,0.5331470474115122
106,5,0.5491500532968925
106,7,0.5551138487061931
106,9,0.562789632026395
106,11,0.5604993944032046
106,13,0.5609173361747166
106,15,0.5521887833075171
107,1,0.5341480276342928
107,3,0.5335779440033832
107,5,0.5512737176847863
107,7,0.5570191005954748
107,9,0.5587461280204827
107,11,0.5580635057179377
107,13,0.5600342404282916
107,15,0.5549321419599716
108,1,0.5445752182836545
108,3,0.536955158233121
108,5,0.553683078798942
108,7,0.5560104284900614
108,9,0.557010324018744
108,11,0.5659960182513364
108,13,0.5663264217450455
108,15,0.5634749444177831
109,1,0.5476413836652617
109,3,0.5411656761783313
109,5,0.5578588786803285
109,7,0.5545518565595648
109,9,0.5606667695487687
109,11,0.566737559430987
109,13,0.5718056419590996
109,15,0.5697109704523985
110,1,0.5509667028714395
110,3,0.5390547741111652
110,5,0.5550613453808163
110,7,0.5534301676093282
110,9,0.5598563719932398
110,11,0.5672189860437608
110,13,0.572593616603042
110,15,0.5677303029902847
111,1,0.5494242668067306
111,3,0.5400365905134796
111,5,0.5546083277743528
111,7,0.5566761488192281
111,9,0.5627560074032464
111,11,0.568974858208844
111,13,0.575206201507188
111,15,0.5677583261735607
112,1,0.5495934662159527
112,3,0.5387753211409152
112,5,0.5550333949779965
112,7,0.5607656787790258
112,9,0.5613286681537002
112,11,0.5743570092053252
112,13,0.5744909004817887
112,15,0.5703430018786378
113,1,0.5508774331650532
113,3,0.5418974247345584
